publishedAt,title,description,source,full_text,label,score,final_score,Driver
2026-04-09T09:08:21Z,Lambiase set for McLaren switch in F1 2028,"Max Verstappen's long-time Red Bull race engineer Gianpiero Lambiase is set for a switch to McLaren, Autosport understands.Lambiase has long been the subject of intense interest across the paddock, as the 45-year-old weighed up his options last winter. Amid l…","{'id': None, 'name': 'autosport.com'}","Lambiase set for McLaren switch in F1 2028 Max Verstappen's long-time Red Bull race engineer Gianpiero Lambiase is set for a switch to McLaren, Autosport understands.Lambiase has long been the subject of intense interest across the paddock, as the 45-year-old weighed up his options last winter. Amid l…",POSITIVE,0.933822512626648,0.933822512626648,Verstappen
2026-04-09T18:45:21Z,2023 Ferrari Roma,"This 2023 Ferrari Roma has 12k miles following registration history in Florida and Texas, and it was initially delivered to Ferrari of Central Florida in Orlando prior to being purchased by the seller in 2024. It is finished in Grigio Silverstone over Nero le…","{'id': None, 'name': 'Bringatrailer.com'}","2023 Ferrari Roma This 2023 Ferrari Roma has 12k miles following registration history in Florida and Texas, and it was initially delivered to Ferrari of Central Florida in Orlando prior to being purchased by the seller in 2024. It is finished in Grigio Silverstone over Nero le…",NEGATIVE,0.645057201385498,-0.645057201385498,General / Other
2026-03-27T23:55:08Z,2024 Ferrari Roma Coupe,"This 2024 Ferrari Roma coupe was optioned with a Blu Tour De France exterior finish in addition to Cuoio leather upholstery, which covers the heated and ventilated power-adjustable seats. Powered by a twin-turbocharged 3.9-liter V8 linked to an eight-speed F1…","{'id': None, 'name': 'Bringatrailer.com'}","2024 Ferrari Roma Coupe This 2024 Ferrari Roma coupe was optioned with a Blu Tour De France exterior finish in addition to Cuoio leather upholstery, which covers the heated and ventilated power-adjustable seats. Powered by a twin-turbocharged 3.9-liter V8 linked to an eight-speed F1…",NEGATIVE,0.6436629891395569,-0.6436629891395569,General / Other
2026-03-20T15:55:05Z,2024 Ferrari Roma Coupe,This 2024 Ferrari Roma coupe is finished in Bianco Avus over Bordeaux leather and features Scuderia Ferrari fender shields as well as yellow-painted brake calipers. It is powered by a twin-turbocharged 3.9-liter V8 linked to an eight-speed F1 automatic transa…,"{'id': None, 'name': 'Bringatrailer.com'}",2024 Ferrari Roma Coupe This 2024 Ferrari Roma coupe is finished in Bianco Avus over Bordeaux leather and features Scuderia Ferrari fender shields as well as yellow-painted brake calipers. It is powered by a twin-turbocharged 3.9-liter V8 linked to an eight-speed F1 automatic transa…,NEGATIVE,0.910926342010498,-0.910926342010498,General / Other
2026-03-26T08:23:51Z,Why Hamilton believes 2026 F1 rules are “what racing should be” – unlike Verstappen,"Lewis Hamilton believes Formula 1’s new regulations have delivered “what racing should be” so far in 2026 – a very different stance to Max Verstappen’s.Verstappen has been perhaps F1’s most vocal critic this year, likening the energy management aspect to “For…","{'id': None, 'name': 'autosport.com'}","Why Hamilton believes 2026 F1 rules are “what racing should be” – unlike Verstappen Lewis Hamilton believes Formula 1’s new regulations have delivered “what racing should be” so far in 2026 – a very different stance to Max Verstappen’s.Verstappen has been perhaps F1’s most vocal critic this year, likening the energy management aspect to “For…",POSITIVE,0.979544997215271,0.979544997215271,Verstappen
2026-04-16T00:00:16Z,"1,800-Mile 2019 Ferrari 488 Pista","This 2019 Ferrari 488 Pista has 1,800 miles and was specified with Verde British Racing and Giallo Modena stripes that accent the Nero Daytona paintwork, and its interior houses carbon-fiber racing seats trimmed in Verde and black upholstery with Giallo cente…","{'id': None, 'name': 'Bringatrailer.com'}","1,800-Mile 2019 Ferrari 488 Pista This 2019 Ferrari 488 Pista has 1,800 miles and was specified with Verde British Racing and Giallo Modena stripes that accent the Nero Daytona paintwork, and its interior houses carbon-fiber racing seats trimmed in Verde and black upholstery with Giallo cente…",POSITIVE,0.7251976728439331,0.7251976728439331,General / Other
2026-04-17T23:50:14Z,508-Mile 2023 Ferrari 296 GTB,"This 2023 Ferrari 296 GTB was initially delivered to Ferrari of Newport Beach, California, and optioned with special-order Matte Rosso Ferrari F1-75 Opaco paint as well as approximately $161k in options including carbon-fiber 20"" wheels, carbon-fiber aerodyna…","{'id': None, 'name': 'Bringatrailer.com'}","508-Mile 2023 Ferrari 296 GTB This 2023 Ferrari 296 GTB was initially delivered to Ferrari of Newport Beach, California, and optioned with special-order Matte Rosso Ferrari F1-75 Opaco paint as well as approximately $161k in options including carbon-fiber 20"" wheels, carbon-fiber aerodyna…",NEGATIVE,0.9832287430763245,-0.9832287430763245,General / Other
2026-03-31T17:45:04Z,7k-Mile Euro 2002 Ferrari 360 Spider,"This 2002 Ferrari 360 Spider was sold new through Motor S.p.A. of Modena, Italy, in February 2002. It was flown to Los Angeles, California, via Lufthansa Cargo in March of that year, and it was later federalized and CARB-certified for registration in Californ…","{'id': None, 'name': 'Bringatrailer.com'}","7k-Mile Euro 2002 Ferrari 360 Spider This 2002 Ferrari 360 Spider was sold new through Motor S.p.A. of Modena, Italy, in February 2002. It was flown to Los Angeles, California, via Lufthansa Cargo in March of that year, and it was later federalized and CARB-certified for registration in Californ…",NEGATIVE,0.995669960975647,-0.995669960975647,General / Other
2026-04-01T13:45:21Z,2004 Ferrari 360 Spider at No Reserve,"This 2004 Ferrari 360 Spider is finished in Blu Tour de France over Sand leather upholstery and is powered by a 3.6-liter V8 paired with a six-speed F1 sequential transaxle. It features a Capristo exhaust system, a limited-slip differential, a blue convertibl…","{'id': None, 'name': 'Bringatrailer.com'}","2004 Ferrari 360 Spider at No Reserve This 2004 Ferrari 360 Spider is finished in Blu Tour de France over Sand leather upholstery and is powered by a 3.6-liter V8 paired with a six-speed F1 sequential transaxle. It features a Capristo exhaust system, a limited-slip differential, a blue convertibl…",NEGATIVE,0.9763544797897339,-0.9763544797897339,General / Other
2026-04-09T21:00:14Z,8k-Mile 2002 Ferrari 360 Modena,This 2002 Ferrari 360 Modena is a Grigio Titanio over Grigio Scuro example that was acquired by the seller in 2022 and now has 8k miles. It is powered by a 3.6-liter V8 paired with a six-speed F1 sequential transaxle and a limited-slip differential. Equipment…,"{'id': None, 'name': 'Bringatrailer.com'}",8k-Mile 2002 Ferrari 360 Modena This 2002 Ferrari 360 Modena is a Grigio Titanio over Grigio Scuro example that was acquired by the seller in 2022 and now has 8k miles. It is powered by a 3.6-liter V8 paired with a six-speed F1 sequential transaxle and a limited-slip differential. Equipment…,NEGATIVE,0.8348230123519897,-0.8348230123519897,General / Other
2026-04-06T23:20:11Z,12k-Mile 2016 Ferrari 488 GTB,"This 2016 Ferrari 488 GTB was purchased by the seller in 2022, and it now has 12k miles. Its Rosso Corsa-finished body has carbon-fiber accents and a Nero roof panel, and power is provided by a twin-turbocharged 3.9-liter V8 paired with a seven-speed F1 dual-…","{'id': None, 'name': 'Bringatrailer.com'}","12k-Mile 2016 Ferrari 488 GTB This 2016 Ferrari 488 GTB was purchased by the seller in 2022, and it now has 12k miles. Its Rosso Corsa-finished body has carbon-fiber accents and a Nero roof panel, and power is provided by a twin-turbocharged 3.9-liter V8 paired with a seven-speed F1 dual-…",POSITIVE,0.9652965068817139,0.9652965068817139,General / Other
2026-04-08T22:43:34Z,29k-Mile 2007 Ferrari F430 Spider,"This 2007 Ferrari F430 has 29k miles and is finished in Nero over Nero leather upholstery. Powered by a 4.3-liter DOHC V8 paired with a six-speed F1 automated transaxle, the car is equipped with a black convertible soft top, 19"" Challenge alloy wheels, an ele…","{'id': None, 'name': 'Bringatrailer.com'}","29k-Mile 2007 Ferrari F430 Spider This 2007 Ferrari F430 has 29k miles and is finished in Nero over Nero leather upholstery. Powered by a 4.3-liter DOHC V8 paired with a six-speed F1 automated transaxle, the car is equipped with a black convertible soft top, 19"" Challenge alloy wheels, an ele…",NEGATIVE,0.5665575265884399,-0.5665575265884399,General / Other
2026-03-30T07:29:23Z,Powerful cholesterol drug cuts heart attack risk by 31%,"A powerful cholesterol-lowering drug may be changing the rules of heart disease prevention. Researchers found that evolocumab, typically used for people who already have cardiovascular disease, can significantly cut the risk of first-time heart attacks and st…","{'id': None, 'name': 'Science Daily'}","Powerful cholesterol drug cuts heart attack risk by 31% A powerful cholesterol-lowering drug may be changing the rules of heart disease prevention. Researchers found that evolocumab, typically used for people who already have cardiovascular disease, can significantly cut the risk of first-time heart attacks and st…",POSITIVE,0.7804262042045593,0.7804262042045593,General / Other
2026-04-02T23:02:27Z,19k-Mile 2007 Ferrari 599 GTB Fiorano,"This 2007 Ferrari 599 GTB Fiorano is powered by a 6.0-liter F140 V12 paired with a six-speed F1 automated transaxle and is finished in Nero DS 1250 over Nero leather with red stitching. The car has 19k miles following history in California and Nevada, and it …","{'id': None, 'name': 'Bringatrailer.com'}","19k-Mile 2007 Ferrari 599 GTB Fiorano This 2007 Ferrari 599 GTB Fiorano is powered by a 6.0-liter F140 V12 paired with a six-speed F1 automated transaxle and is finished in Nero DS 1250 over Nero leather with red stitching. The car has 19k miles following history in California and Nevada, and it …",POSITIVE,0.7852854132652283,0.7852854132652283,General / Other
2026-04-08T15:31:09Z,Forza Horizon 6 Is On Track To Be The Best One Yet,The next entry in Xbox's best franchise seems to be bigger and better,"{'id': None, 'name': 'Kotaku'}",Forza Horizon 6 Is On Track To Be The Best One Yet The next entry in Xbox's best franchise seems to be bigger and better,POSITIVE,0.9995402097702026,0.9995402097702026,General / Other
2026-03-21T13:00:00Z,Sephora's F1 Academy livery (F1 roundup),"Makeup retailer @Sephora is the latest beauty brand to partner with @F1Academy, in a deal announce today.➡️ Sephora will have what it's calling glamour bars at 18 races, including at the premium hospitality area the Paddock Club, and will sponsor driver Natal…","{'id': None, 'name': 'Superpunch.net'}","Sephora's F1 Academy livery (F1 roundup) Makeup retailer @Sephora is the latest beauty brand to partner with @F1Academy, in a deal announce today.➡️ Sephora will have what it's calling glamour bars at 18 races, including at the premium hospitality area the Paddock Club, and will sponsor driver Natal…",POSITIVE,0.9924242496490479,0.9924242496490479,General / Other
2026-03-30T08:32:20Z,Broken glass makes Horner return difficult - Wolff,"A return to Formula 1 will be difficult for former Red Bull team principal Christian Horner because he has ""broken quite a lot of glass"", says ex-Mercedes rival Toto Wolff.","{'id': None, 'name': 'BBC News'}","Broken glass makes Horner return difficult - Wolff A return to Formula 1 will be difficult for former Red Bull team principal Christian Horner because he has ""broken quite a lot of glass"", says ex-Mercedes rival Toto Wolff.",NEGATIVE,0.9993205070495605,-0.9993205070495605,General / Other
2026-04-06T12:30:07Z,2021 Ferrari F8 Spider,"This 2021 Ferrari F8 Spider is finished in Azzurro Dino over Nero upholstery with Azzurro stitching and features carbon-fiber racing seats with Daytona-style inserts as well as the Carbon Fiber Driver Zone, carbon-fiber exterior trim, carbon-ceramic brakes, a…","{'id': None, 'name': 'Bringatrailer.com'}","2021 Ferrari F8 Spider This 2021 Ferrari F8 Spider is finished in Azzurro Dino over Nero upholstery with Azzurro stitching and features carbon-fiber racing seats with Daytona-style inserts as well as the Carbon Fiber Driver Zone, carbon-fiber exterior trim, carbon-ceramic brakes, a…",NEGATIVE,0.6926273703575134,-0.6926273703575134,General / Other
2026-03-19T21:08:29Z,1:1 Scale Ferrari SF Display Model at No Reserve,"This 1:1-scale model was built to resemble a Ferrari SF Formula One car, with fiberglass and carbon-fiber construction. It wears a red, white, and yellow livery and features black-finished wheels, Pirelli P Zero racing slicks, a Sabelt-style harness, a replic…","{'id': None, 'name': 'Bringatrailer.com'}","1:1 Scale Ferrari SF Display Model at No Reserve This 1:1-scale model was built to resemble a Ferrari SF Formula One car, with fiberglass and carbon-fiber construction. It wears a red, white, and yellow livery and features black-finished wheels, Pirelli P Zero racing slicks, a Sabelt-style harness, a replic…",NEGATIVE,0.9923642873764038,-0.9923642873764038,General / Other
2026-04-04T15:01:10Z,How F1's smallest team has weathered the 2026 storm and started thriving,"You would have been forgiven for not putting too much stock in Haas as an early midfield force of 2026. The team took an eighth-place finish in 2025, the result of a close season-long battle with Racing Bulls, Aston Martin and Sauber.Just like storms on the o…","{'id': None, 'name': 'autosport.com'}","How F1's smallest team has weathered the 2026 storm and started thriving You would have been forgiven for not putting too much stock in Haas as an early midfield force of 2026. The team took an eighth-place finish in 2025, the result of a close season-long battle with Racing Bulls, Aston Martin and Sauber.Just like storms on the o…",NEGATIVE,0.6997667551040649,-0.6997667551040649,General / Other
2026-04-06T15:05:13Z,17k-Mile 2007 Ferrari F430 Spider,This 2007 Ferrari F430 Spider is finished in Rosso Corsa over Beige Tradizione leather and was ordered with the optional Brembo carbon-ceramic brake system as well as the Carbon Fiber Driving and Lower Cabin zones. Power is provided by a 4.3-liter DOHC V8 pai…,"{'id': None, 'name': 'Bringatrailer.com'}",17k-Mile 2007 Ferrari F430 Spider This 2007 Ferrari F430 Spider is finished in Rosso Corsa over Beige Tradizione leather and was ordered with the optional Brembo carbon-ceramic brake system as well as the Carbon Fiber Driving and Lower Cabin zones. Power is provided by a 4.3-liter DOHC V8 pai…,NEGATIVE,0.9506344795227051,-0.9506344795227051,General / Other
2026-03-29T12:15:01Z,24k-Mile 1998 Ferrari F355 Spider,"This 1998 Ferrari F355 Spider was purchased by its current owner on BaT in September 2023, following registration history in several states, and its odometer now shows 24k miles. Finished in Giallo Modena over black Connolly leather, the car is powered by a 3…","{'id': None, 'name': 'Bringatrailer.com'}","24k-Mile 1998 Ferrari F355 Spider This 1998 Ferrari F355 Spider was purchased by its current owner on BaT in September 2023, following registration history in several states, and its odometer now shows 24k miles. Finished in Giallo Modena over black Connolly leather, the car is powered by a 3…",POSITIVE,0.9606614112854004,0.9606614112854004,General / Other
2026-04-02T23:52:08Z,7k-Mile 2006 Ferrari F430 Spider,"This 2006 Ferrari F430 is finished in Rosso Corsa over Beige Tradizione leather, and it was specified with ~$27k in options, including a carbon-fiber rear grille, Scuderia Ferrari fender shields, red-finished brake calipers, power-adjustable Daytona-style buc…","{'id': None, 'name': 'Bringatrailer.com'}","7k-Mile 2006 Ferrari F430 Spider This 2006 Ferrari F430 is finished in Rosso Corsa over Beige Tradizione leather, and it was specified with ~$27k in options, including a carbon-fiber rear grille, Scuderia Ferrari fender shields, red-finished brake calipers, power-adjustable Daytona-style buc…",NEGATIVE,0.9881894588470459,-0.9881894588470459,General / Other
2026-04-01T09:26:30Z,No F1 in April — Here are 5 sporting events I can’t wait to watch,"No F1 in April, but global sports continue to deliver nonstop thrills. Here are five other sporting events for you to watch in April.","{'id': 'techradar', 'name': 'TechRadar'}","No F1 in April — Here are 5 sporting events I can’t wait to watch No F1 in April, but global sports continue to deliver nonstop thrills. Here are five other sporting events for you to watch in April.",POSITIVE,0.9991865754127502,0.9991865754127502,General / Other
2026-03-19T23:05:12Z,"4,200-Mile 2008 Ferrari F430 Spider","This 2008 Ferrari F430 Spider was initially delivered to Cauley Ferrari in West Bloomfield, Michigan, and was specified in Nero over a Nero leather interior, which houses power-adjustable Daytona-style bucket seats. Powered by a 4.3-liter DOHC V8 paired with …","{'id': None, 'name': 'Bringatrailer.com'}","4,200-Mile 2008 Ferrari F430 Spider This 2008 Ferrari F430 Spider was initially delivered to Cauley Ferrari in West Bloomfield, Michigan, and was specified in Nero over a Nero leather interior, which houses power-adjustable Daytona-style bucket seats. Powered by a 4.3-liter DOHC V8 paired with …",NEGATIVE,0.9636281132698059,-0.9636281132698059,General / Other
2026-03-27T05:00:00Z,"How to watch Japanese Grand Prix 2026 F1: Live Stream, Preview, Schedule","All the ways to watch Japanese Grand Prix 2026 live streams online and from anywhere, as teams face Suzuka's fast corners and tricky energy management.","{'id': 'techradar', 'name': 'TechRadar'}","How to watch Japanese Grand Prix 2026 F1: Live Stream, Preview, Schedule All the ways to watch Japanese Grand Prix 2026 live streams online and from anywhere, as teams face Suzuka's fast corners and tricky energy management.",POSITIVE,0.9964908957481384,0.9964908957481384,General / Other
2026-04-03T08:10:09Z,"Ferrari can get “huge gains” from F1 engine, chassis, aero, tyres – Charles Leclerc","Ferrari needs to improve its F1 car all around, Leclerc argued","{'id': None, 'name': 'Motorsport.com'}","Ferrari can get “huge gains” from F1 engine, chassis, aero, tyres – Charles Leclerc Ferrari needs to improve its F1 car all around, Leclerc argued",POSITIVE,0.9165102243423462,0.9165102243423462,Leclerc
2026-04-17T21:29:00Z,2022 Ferrari 812 GTS,"This 2022 Ferrari 812 GTS was specified with approximately $209k in options as well as styling cues taken from the 1958 Ferrari 250 TR ""Lucybelle II"" model when it was ordered new through the Tailor Made program. Finished in Bianco Sanae Lucido with Blu Monte…","{'id': None, 'name': 'Bringatrailer.com'}","2022 Ferrari 812 GTS This 2022 Ferrari 812 GTS was specified with approximately $209k in options as well as styling cues taken from the 1958 Ferrari 250 TR ""Lucybelle II"" model when it was ordered new through the Tailor Made program. Finished in Bianco Sanae Lucido with Blu Monte…",NEGATIVE,0.9900065660476685,-0.9900065660476685,General / Other
2026-03-19T16:30:43Z,Four Irish but no English in Six Nations team of year,"Four Ireland players are chosen in the Six Nations Team of the Tournament, which also includes players from France, Italy, Scotland and Wales, but no England players make the XV.","{'id': None, 'name': 'BBC News'}","Four Irish but no English in Six Nations team of year Four Ireland players are chosen in the Six Nations Team of the Tournament, which also includes players from France, Italy, Scotland and Wales, but no England players make the XV.",NEGATIVE,0.9065635204315186,-0.9065635204315186,General / Other
2026-03-26T09:44:25Z,Formula 1 now 'much more fun' - Hamilton,"Lewis Hamilton says the new Formula 1 this year is ""much more fun"" than any other time in his career.","{'id': None, 'name': 'BBC News'}","Formula 1 now 'much more fun' - Hamilton Lewis Hamilton says the new Formula 1 this year is ""much more fun"" than any other time in his career.",POSITIVE,0.999711811542511,0.999711811542511,Hamilton
2026-03-19T23:35:15Z,2023 Ferrari 296 GTB,"This 2023 Ferrari 296 GTB was ordered with approximately $98k in options, some of which include an Extra Range Blu Corsa exterior finish, carbon-fiber exterior and interior accents, and power-adjustable bucket seats trimmed in Rosso Ferrari leather. Having 2,…","{'id': None, 'name': 'Bringatrailer.com'}","2023 Ferrari 296 GTB This 2023 Ferrari 296 GTB was ordered with approximately $98k in options, some of which include an Extra Range Blu Corsa exterior finish, carbon-fiber exterior and interior accents, and power-adjustable bucket seats trimmed in Rosso Ferrari leather. Having 2,…",NEGATIVE,0.9417972564697266,-0.9417972564697266,General / Other
2026-04-01T15:50:08Z,2026 Ferrari 296 GTS,This 2026 Ferrari 296 GTS was purchased new by the seller through Ferrari of Tampa Bay in Florida and is finished in Giallo Modena over Nero leather upholstery. The car is powered by a twin-turbocharged 3.0-liter F163 V6 and an MGU-K electric motor that drive…,"{'id': None, 'name': 'Bringatrailer.com'}",2026 Ferrari 296 GTS This 2026 Ferrari 296 GTS was purchased new by the seller through Ferrari of Tampa Bay in Florida and is finished in Giallo Modena over Nero leather upholstery. The car is powered by a twin-turbocharged 3.0-liter F163 V6 and an MGU-K electric motor that drive…,POSITIVE,0.5126462578773499,0.5126462578773499,General / Other
2026-04-10T23:19:14Z,"3,900-Mile 2020 Ferrari 812 Superfast","This 2020 Ferrari 812 is an Argento Nurburgring-finished Superfast that has 3,900 miles through the owner's purchase in 2023, and its heated power-adjustable seats are trimmed in Nero leather with Rosso seatbelts. Powered by a 6.5-liter F140 V12 mated to a se…","{'id': None, 'name': 'Bringatrailer.com'}","3,900-Mile 2020 Ferrari 812 Superfast This 2020 Ferrari 812 is an Argento Nurburgring-finished Superfast that has 3,900 miles through the owner's purchase in 2023, and its heated power-adjustable seats are trimmed in Nero leather with Rosso seatbelts. Powered by a 6.5-liter F140 V12 mated to a se…",POSITIVE,0.9609397649765015,0.9609397649765015,General / Other
2026-03-20T21:59:44Z,Scarlets sweep aside Zebre with bonus-point win,"Scarlets came out on top of the United Rugby Championship basement battle, running in six tries against a lacklustre Zebre.","{'id': None, 'name': 'BBC News'}","Scarlets sweep aside Zebre with bonus-point win Scarlets came out on top of the United Rugby Championship basement battle, running in six tries against a lacklustre Zebre.",POSITIVE,0.9843648672103882,0.9843648672103882,General / Other
2026-04-15T09:00:28Z,"F1 boss issues verdict on start of 2026 season, backs potential changes",Formula 1 CEO and president Stefano Domenicali is confident the world championship will make the required adjustments to improve the 2026 regulations - but insists F1 is on the right track amid growing worldwide interest.F1 overhauled its technical regulation…,"{'id': None, 'name': 'autosport.com'}","F1 boss issues verdict on start of 2026 season, backs potential changes Formula 1 CEO and president Stefano Domenicali is confident the world championship will make the required adjustments to improve the 2026 regulations - but insists F1 is on the right track amid growing worldwide interest.F1 overhauled its technical regulation…",POSITIVE,0.9765973687171936,0.9765973687171936,General / Other
2026-04-17T13:00:00Z,Review: 43014 Charles Leclerc Helmet,"LEGO has been making large-scale versions of fictional helmets since 2020 and this year it is turning its attention to real-life ones in the form of Formula 1 drivers' helmets.

43022 Scuderia Ferrari HP Lewis Hamilton Helmet and 43014 Scuderia Ferrari HP Cha…","{'id': None, 'name': 'Brickset.com'}","Review: 43014 Charles Leclerc Helmet LEGO has been making large-scale versions of fictional helmets since 2020 and this year it is turning its attention to real-life ones in the form of Formula 1 drivers' helmets.

43022 Scuderia Ferrari HP Lewis Hamilton Helmet and 43014 Scuderia Ferrari HP Cha…",NEGATIVE,0.8360026478767395,-0.8360026478767395,Leclerc
2026-04-04T23:55:09Z,8k-Mile 1989 Ferrari 328 GTS,"This 1989 Ferrari 328 is one of approximately 6,068 removable-top GTS examples produced. The car was first used as a demonstration vehicle and was acquired by its first registered owner in 1997, remaining in their collection until the current owner’s purchase…","{'id': None, 'name': 'Bringatrailer.com'}","8k-Mile 1989 Ferrari 328 GTS This 1989 Ferrari 328 is one of approximately 6,068 removable-top GTS examples produced. The car was first used as a demonstration vehicle and was acquired by its first registered owner in 1997, remaining in their collection until the current owner’s purchase…",NEGATIVE,0.6305920481681824,-0.6305920481681824,General / Other
2026-03-23T00:25:00Z,ZF 8 Speed Vs. Aisin 8 Speed Transmissions: How Do They Compare?,"ZF and Aisin make two of the most popular and most successful eight-speed gearboxes on the market, but how do the two transmissions stack up side by side?","{'id': None, 'name': 'Jalopnik'}","ZF 8 Speed Vs. Aisin 8 Speed Transmissions: How Do They Compare? ZF and Aisin make two of the most popular and most successful eight-speed gearboxes on the market, but how do the two transmissions stack up side by side?",NEGATIVE,0.9828308820724487,-0.9828308820724487,General / Other
2026-03-22T12:15:16Z,"2,800-Mile 2022 Ferrari 296 GTB Assetto Fiorano","This 2022 Ferrari 296 GTB was ordered with approximately $134k in options, some of which included the special-order Blu Scozia and Argento Nürburgring exterior finish in addition to the Assetto Fiorano Package, which added carbon-fiber front corner splitters,…","{'id': None, 'name': 'Bringatrailer.com'}","2,800-Mile 2022 Ferrari 296 GTB Assetto Fiorano This 2022 Ferrari 296 GTB was ordered with approximately $134k in options, some of which included the special-order Blu Scozia and Argento Nürburgring exterior finish in addition to the Assetto Fiorano Package, which added carbon-fiber front corner splitters,…",NEGATIVE,0.9322715401649475,-0.9322715401649475,General / Other
2026-03-26T06:42:19Z,"Mercedes' ""two-phase"" front wing activation a reliability issue, not an exploit","Mercedes' peculiar straight mode activation of its front wing, which caught the attention of some of its Formula 1 rivals, was the result of a reliability issue rather than a deliberate exploit, Motorsport.com has learned.Mercedes caught the eye of its rivals…","{'id': None, 'name': 'autosport.com'}","Mercedes' ""two-phase"" front wing activation a reliability issue, not an exploit Mercedes' peculiar straight mode activation of its front wing, which caught the attention of some of its Formula 1 rivals, was the result of a reliability issue rather than a deliberate exploit, Motorsport.com has learned.Mercedes caught the eye of its rivals…",POSITIVE,0.9678062796592712,0.9678062796592712,General / Other
2026-04-09T03:00:41Z,50 Pictures That Perfectly Capture The Essence Of Each State In The US,"America is touted as the land of the free and the home of the brave... It's also one of the few places you'll see a Ferrari parked next to a tractor outside a school, or kids celebrating ""Spring Break"" in the snow. People have been sharing pics that perfectly…","{'id': None, 'name': 'Boredpanda.com'}","50 Pictures That Perfectly Capture The Essence Of Each State In The US America is touted as the land of the free and the home of the brave... It's also one of the few places you'll see a Ferrari parked next to a tractor outside a school, or kids celebrating ""Spring Break"" in the snow. People have been sharing pics that perfectly…",POSITIVE,0.9997755885124207,0.9997755885124207,General / Other
2026-03-20T10:47:05Z,"Why Bearman believes Haas has ""great baseline"" with F1 2026 race pace","After two races, Oliver Bearman sits fifth in Formula 1's 2026 drivers' championship – and has remarked upon his pleasure of the balance in Haas' VF-26 chassis.While only early days, Bearman has been one of the most impressive performers in the early stages o…","{'id': None, 'name': 'autosport.com'}","Why Bearman believes Haas has ""great baseline"" with F1 2026 race pace After two races, Oliver Bearman sits fifth in Formula 1's 2026 drivers' championship – and has remarked upon his pleasure of the balance in Haas' VF-26 chassis.While only early days, Bearman has been one of the most impressive performers in the early stages o…",POSITIVE,0.9995461106300354,0.9995461106300354,General / Other
2026-03-29T11:01:41Z,“At the mercy of the power unit” – Norris and Verstappen’s F1 2026 complaints continue,"At Suzuka, the yo-yo effect was slightly less extreme than during the season opener in Melbourne, although the overall picture still did not satisfy all of the drivers. Lando Norris ultimately crossed the line in fifth place and saw that – together with Oscar…","{'id': None, 'name': 'autosport.com'}","“At the mercy of the power unit” – Norris and Verstappen’s F1 2026 complaints continue At Suzuka, the yo-yo effect was slightly less extreme than during the season opener in Melbourne, although the overall picture still did not satisfy all of the drivers. Lando Norris ultimately crossed the line in fifth place and saw that – together with Oscar…",NEGATIVE,0.9975805282592773,-0.9975805282592773,Verstappen
